Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66d21e2ebc0850a90a3638d3,63d7a3d4e2bb16fb1975d341,APPROVED,Not Applicable,2024-08-30T19:32:07.851000Z,2024-08-30T19:37:20.328000Z,2024-09-03T15:23:42.919000Z,2024-08-30T19:37:21.095887Z,313.0,6B57058C,693,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,Full-Time
66d21e2f443c12ab3a1bd6dc,5a95a63e4eecca0001dd4cfa,APPROVED,Not Applicable,2024-08-30T19:33:28.319000Z,2024-08-30T19:36:57.360000Z,2024-09-03T15:23:43.201000Z,2024-08-30T19:36:58.295738Z,210.0,6B57058C,5641,27,Male,Black,United States,United States,United States,English,No,Full-Time
66d21e2f6806f3f80ecf0fee,664d13e7bd941e750966cb72,APPROVED,Not Applicable,2024-08-30T19:32:08.110000Z,2024-08-30T19:39:59.928000Z,2024-09-03T15:24:10.248000Z,2024-08-30T19:40:17.172706Z,472.0,6B57058C,184,48,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e2f975df6ccae1f4114,669f909eb78432a16a7067c5,APPROVED,Not Applicable,2024-08-30T19:34:21.859000Z,2024-08-30T19:43:43.720000Z,2024-09-03T15:23:43.485000Z,2024-08-30T19:44:18.872808Z,562.0,6B57058C,99,59,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d21e301c23ce9ba3f08a4e,6328caf907eb4c31a55028cf,APPROVED,Not Applicable,2024-08-30T19:32:00.792000Z,2024-08-30T20:01:59.138000Z,2024-09-03T15:23:43.781000Z,2024-08-30T20:02:36.842605Z,1799.0,6B57058C,2584,40,Male,White,United States,United States,United States,English,No,Full-Time
66d21e3046c46a45df2917da,59959d5060937e00018996f0,APPROVED,Not Applicable,2024-08-30T19:32:15.101000Z,2024-08-30T19:37:46.949000Z,2024-09-03T15:23:44.076000Z,2024-08-30T19:37:47.647375Z,332.0,6B57058C,1080,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e310464d24420a129b3,669a4f388b2de8df723faf1e,APPROVED,Not Applicable,2024-08-30T19:32:30.766000Z,2024-08-30T19:38:39.132000Z,2024-09-03T15:24:10.527000Z,2024-08-30T19:38:40.034451Z,369.0,6B57058C,141,45,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d21e3229080746f577ccb0,66881a8fe396f4f33f070d64,APPROVED,Not Applicable,2024-08-30T19:32:08.049000Z,2024-08-30T19:40:57.182000Z,2024-09-03T15:23:44.354000Z,2024-08-30T19:40:57.941515Z,530.0,6B57058C,185,31,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d21e3282ee94234ec96cc8,66b3b2863515568aa3d30a11,APPROVED,Not Applicable,2024-08-30T19:34:33.824000Z,2024-08-30T20:00:59.242000Z,2024-09-03T15:23:44.724000Z,2024-08-30T20:01:01.091056Z,1586.0,6B57058C,61,38,Male,White,United States,United States,United States,English,No,Full-Time
66d21e32b4811282b06cd6a0,665ad886225977530cd6579c,APPROVED,Not Applicable,2024-08-30T19:32:11.121000Z,2024-08-30T19:37:59.790000Z,2024-09-03T15:24:10.804000Z,2024-08-30T19:38:02.351293Z,349.0,6B57058C,126,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d21e34115a50795ca12c29,636173dce29cfc5dbc14d0f2,APPROVED,Not Applicable,2024-08-30T19:32:04.836000Z,2024-08-30T19:41:34.320000Z,2024-09-03T15:23:45.006000Z,2024-08-30T19:41:35.188686Z,570.0,6B57058C,1983,38,Male,White,United States,United States,United States,English,No,Full-Time
66d21e34706e5fcf14acb32a,616b2966d0aee4f9879a656b,APPROVED,Not Applicable,2024-08-30T19:32:09.985000Z,2024-08-30T19:38:53.890000Z,2024-09-03T15:24:11.558000Z,2024-08-30T19:38:54.632662Z,404.0,6B57058C,2243,42,Female,White,United States,United States,United States,English,No,Full-Time
66d21e34e4839b413096265f,66b0032b54c074757187cdcd,APPROVED,Not Applicable,2024-08-30T19:35:15.531000Z,2024-08-30T19:39:08.155000Z,2024-09-03T15:23:45.303000Z,2024-08-30T19:39:08.885409Z,233.0,6B57058C,63,22,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d21e350cc513e51dd65be5,66880bd9fc1509787faaa118,APPROVED,Not Applicable,2024-08-30T19:32:26.437000Z,2024-08-30T19:42:27.345000Z,2024-09-03T15:24:11.840000Z,2024-08-30T19:42:36.640490Z,601.0,6B57058C,158,57,Female,White,United States,United States,United States,English,No,Full-Time
66d21e35b9555f1d5bf47087,5ee00b8630f30b34f2a5dc1c,APPROVED,Not Applicable,2024-08-30T19:32:09.660000Z,2024-08-30T19:35:22.008000Z,2024-09-03T15:23:45.590000Z,2024-08-30T19:35:22.756168Z,193.0,6B57058C,4645,34,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66d21e35cea5e2e7f80d5e8f,6102f39250ab7e19721ebbfe,APPROVED,Not Applicable,2024-08-30T19:32:15.440000Z,2024-08-30T19:37:41.008000Z,2024-09-03T15:24:12.123000Z,2024-08-30T19:37:41.811885Z,326.0,6B57058C,65,21,Female,Mixed,Cambodia,United Kingdom,United Kingdom,English,Yes,Full-Time
66d21e36d39bd184a6542348,66a3c7445cd0a1dd7a7020e6,APPROVED,Not Applicable,2024-08-30T19:32:13.784000Z,2024-08-30T19:37:21.533000Z,2024-09-03T15:23:46.022000Z,2024-08-30T19:37:22.231983Z,308.0,6B57058C,200,31,Male,White,United States,United States,United States,English,No,Full-Time
66d21e372d897f589691a0cf,62926b2bba027005e0a84475,APPROVED,Not Applicable,2024-08-30T19:32:18.094000Z,2024-08-30T19:36:00.765000Z,2024-09-03T15:23:46.325000Z,2024-08-30T19:36:01.415211Z,223.0,6B57058C,3968,71,Male,White,United States,United States,United States,English,No,Full-Time
66d21e37447de21fe3acb2f9,6402682f1a17d6c87f4f3a89,APPROVED,Not Applicable,2024-08-30T19:35:58.214000Z,2024-08-30T19:50:35.830000Z,2024-09-03T15:23:46.612000Z,2024-08-30T19:50:37.030540Z,878.0,6B57058C,4914,40,Male,White,United States,United States,United States,English,No,Full-Time
66d21e384abd5214bae18f20,66913d5cfcccbfba20a75794,APPROVED,Not Applicable,2024-08-30T19:32:17.161000Z,2024-08-30T19:38:23.879000Z,2024-09-03T15:23:46.894000Z,2024-08-30T19:38:26.333340Z,367.0,6B57058C,235,22,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d21e3890c0181302a0a355,66647dac6b4645950f758d55,APPROVED,Not Applicable,2024-08-30T19:32:15.324000Z,2024-08-30T19:40:22.572000Z,2024-09-03T15:24:12.420000Z,2024-08-30T19:40:28.880114Z,488.0,6B57058C,486,73,Female,White,United States,United States,United States,English,No,Full-Time
66d21e38d36e83d0db63cc0f,662eeeb09572de78ffb440b1,APPROVED,Not Applicable,2024-08-30T19:32:21.205000Z,2024-08-30T19:41:19.747000Z,2024-09-03T15:24:12.729000Z,2024-08-30T19:41:20.931166Z,539.0,6B57058C,738,49,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
66d21e39846ec1cff856b101,6668b9b8271fbf68bb7da3d5,APPROVED,Not Applicable,2024-08-30T19:32:09.103000Z,2024-08-30T19:56:53.441000Z,2024-09-03T15:23:47.193000Z,2024-08-30T19:56:54.129574Z,1485.0,6B57058C,290,31,Male,White,United States,United States,United States,English,No,Other
66d21e39b9555f1d5bf4708a,662a602682165705134cca0a,APPROVED,Not Applicable,2024-08-30T19:32:15.378000Z,2024-08-30T19:38:29.254000Z,2024-09-03T15:23:47.472000Z,2024-08-30T19:38:30.521751Z,374.0,6B57058C,333,51,Male,White,United States,United States,United States,English,No,Full-Time
66d21e39c85deef6bde25d68,6631579b8ebfe443d326fb16,APPROVED,Not Applicable,2024-08-30T19:32:18.360000Z,2024-08-30T19:40:39.228000Z,2024-09-03T15:24:13.006000Z,2024-08-30T19:40:42.513024Z,501.0,6B57058C,61,44,Female,Mixed,United States,United States,United States,English,No,Full-Time
66d21e3a4cc45173f6cf9b16,6525684f0a285b2386b10497,APPROVED,Not Applicable,2024-08-30T19:32:16.203000Z,2024-08-30T19:38:43.382000Z,2024-09-03T15:23:47.770000Z,2024-08-30T19:38:44.275727Z,388.0,6B57058C,893,34,Male,Other,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e3a9e22ca758342b197,665a6e1a9916896b87009d1d,APPROVED,Not Applicable,2024-08-30T19:32:19.482000Z,2024-08-30T19:39:54.078000Z,2024-09-03T15:24:13.306000Z,2024-08-30T19:40:10.190332Z,455.0,6B57058C,420,43,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d21e3b706e5fcf14acb32d,596a4e2c2dcbae0001d961d2,APPROVED,Not Applicable,2024-08-30T19:32:22.091000Z,2024-08-30T19:40:18.991000Z,2024-09-03T15:23:48.059000Z,2024-08-30T19:40:26.549630Z,477.0,6B57058C,2914,42,Male,White,United States,United States,United States,English,No,Full-Time
66d21e3b74194059663cc911,663acff1c77deb96c64e839e,APPROVED,Not Applicable,2024-08-30T19:32:28.114000Z,2024-08-30T19:38:33.180000Z,2024-09-03T15:24:13.575000Z,2024-08-30T19:38:34.919710Z,366.0,6B57058C,165,36,Female,White,United States,United States,United States,English,No,Other
66d21e3b88775215f3f67367,63d1650b103325686e22e3b7,APPROVED,Not Applicable,2024-08-30T19:32:18.736000Z,2024-08-30T19:36:31.341000Z,2024-09-03T15:23:48.324000Z,2024-08-30T19:36:32.636666Z,253.0,6B57058C,4395,40,Male,Other,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66d21e3c6d0fc7fa93c52a79,66083f910aeb017b4edee86f,APPROVED,Not Applicable,2024-08-30T19:32:12.573000Z,2024-08-30T19:56:34.002000Z,2024-09-03T15:23:48.602000Z,2024-08-30T19:56:40.483234Z,1462.0,6B57058C,486,38,Male,White,United States,United States,United States,English,No,Full-Time
66d21e3d35a36647bf64bf8e,5c1575e62a407b0001ff2a4c,APPROVED,Not Applicable,2024-08-30T19:32:22.238000Z,2024-08-30T19:38:56.554000Z,2024-09-03T15:23:48.888000Z,2024-08-30T19:38:57.266259Z,395.0,6B57058C,3306,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e3d5a4cb0e830494519,66639c8d72795c7b7b9b6363,APPROVED,Not Applicable,2024-08-30T19:41:10.136000Z,2024-08-30T19:46:40.088000Z,2024-09-03T15:23:49.178000Z,2024-08-30T19:46:41.389488Z,330.0,6B57058C,277,25,Male,White,Zimbabwe,United States,United States,English,No,Full-Time
66d21e3d759bb55ab557246b,5b82247316aa4400016aa924,APPROVED,Not Applicable,2024-08-30T19:32:20.050000Z,2024-08-30T19:37:41.932000Z,2024-09-03T15:24:13.881000Z,2024-08-30T19:37:42.609177Z,322.0,6B57058C,3520,43,Female,White,United States,United States,United States,English,No,Full-Time
66d21e3e4187e2ad892fac69,66ba909954ae8842a7c369a4,APPROVED,Not Applicable,2024-08-30T19:32:14.584000Z,2024-08-30T19:35:29.205000Z,2024-09-03T15:23:49.476000Z,2024-08-30T19:35:30.361717Z,195.0,6B57058C,163,22,Male,White,United States,United States,United States,English,Yes,Full-Time
66d21e3f9d2470b5108ce3c5,60087afa0a5c054c002eaf0e,APPROVED,Not Applicable,2024-08-30T19:32:19.966000Z,2024-08-30T19:44:50.456000Z,2024-09-03T15:23:49.754000Z,2024-08-30T19:45:05.261147Z,751.0,6B57058C,1249,44,Male,Mixed,United States,United States,United States,English,No,Full-Time
66d21e404645090ce8537bef,66afc935bcb2252f63f1e2b2,APPROVED,Not Applicable,2024-08-30T19:33:48.606000Z,2024-08-30T19:42:18.311000Z,2024-09-03T15:24:14.448000Z,2024-08-30T19:42:24.646780Z,510.0,6B57058C,126,55,Female,White,United States,United States,United States,English,No,Full-Time
66d21e4092be9ae7dae25fc7,65c68d9debb7f06ade34d4af,APPROVED,Not Applicable,2024-08-30T19:33:50.199000Z,2024-08-30T19:43:17.623000Z,2024-09-03T15:23:50.035000Z,2024-08-30T19:44:05.112012Z,568.0,6B57058C,181,29,Male,White,United States,United States,United States,English,No,Full-Time
66d21e417bd19bacca7eabd0,6633f36862c583c2e9dfa550,APPROVED,Not Applicable,2024-08-30T19:32:25.207000Z,2024-08-30T19:37:43.524000Z,2024-09-03T15:24:14.757000Z,2024-08-30T19:37:44.347628Z,319.0,6B57058C,158,23,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66d21e41b35f06cbcf29189a,56d39b96da2aaa000dab6178,APPROVED,Not Applicable,2024-08-30T19:39:23.429000Z,2024-08-30T19:45:10.430000Z,2024-09-03T15:23:50.311000Z,2024-08-30T19:45:11.329537Z,348.0,6B57058C,6071,38,Male,Asian,United States,United States,United States,English,No,Full-Time
66d21e41bb6dc859c3ba9679,6599f1241661eb4a6cf49de0,APPROVED,Not Applicable,2024-08-30T19:32:23.610000Z,2024-08-30T19:53:06.830000Z,2024-09-03T15:24:15.052000Z,2024-08-30T19:54:34.267049Z,1244.0,6B57058C,748,40,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d21e42400783e35ee16412,607f63ce9ffa404fca0400a9,APPROVED,Not Applicable,2024-08-30T19:32:22.030000Z,2024-08-30T19:48:19.540000Z,2024-09-03T15:23:50.619000Z,2024-08-30T19:48:22.343044Z,958.0,6B57058C,1516,31,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d21e4246e98a0fc9ba88d0,665cbfcf8534afbb16c06687,APPROVED,Not Applicable,2024-08-30T19:32:24.427000Z,2024-08-30T19:36:30.925000Z,2024-09-03T15:24:15.338000Z,2024-08-30T19:36:31.614689Z,247.0,6B57058C,292,65,Female,White,United States,United States,United States,English,No,Full-Time
66d21e42e4839b4130962662,65464fec47eeb23dde2b5c56,APPROVED,Not Applicable,2024-08-30T19:32:25.165000Z,2024-08-30T19:39:08.491000Z,2024-09-03T15:23:50.919000Z,2024-08-30T19:39:09.249141Z,404.0,6B57058C,573,41,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d21e430464d24420a129b8,66c55df6f9a7030edff41d5a,APPROVED,Not Applicable,2024-08-30T19:33:30.788000Z,2024-08-30T19:38:23.651000Z,2024-09-03T15:24:15.618000Z,2024-08-30T19:38:24.352760Z,293.0,6B57058C,75,26,Female,Black,United States,United States,United States,English,Yes,Part-Time
66d21e43759bb55ab557246e,65ba5ca6245531fb7cef4ddf,APPROVED,Not Applicable,2024-08-30T19:32:24.469000Z,2024-08-30T19:38:08.096000Z,2024-09-03T15:23:51.188000Z,2024-08-30T19:38:10.687329Z,344.0,6B57058C,462,39,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e43dae842d8838b3ded,66a24ea185307abf9b64b4fe,APPROVED,Not Applicable,2024-08-30T19:32:19.807000Z,2024-08-30T19:37:32.328000Z,2024-09-03T15:23:51.468000Z,2024-08-30T19:37:33.105121Z,313.0,6B57058C,88,24,Male,Asian,Pakistan,United Kingdom,Pakistan,English,No,Full-Time
66d21e4404173d1affae3f8e,6676cd0f8a13e195265eb74d,APPROVED,Not Applicable,2024-08-30T19:33:07.137000Z,2024-08-30T19:38:30.399000Z,2024-09-03T15:23:51.747000Z,2024-08-30T19:38:31.274332Z,324.0,6B57058C,172,43,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e45efc822473cad3373,63978402e524eebeace93868,APPROVED,Not Applicable,2024-08-30T19:40:21.044000Z,2024-08-30T19:46:00.801000Z,2024-09-03T15:24:16.168000Z,2024-08-30T19:46:02.370829Z,340.0,6B57058C,3149,60,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d21e468e44f8046024f94c,662f9c3cb3969c454e4b34e7,APPROVED,Not Applicable,2024-08-30T19:32:26.737000Z,2024-08-30T19:36:23.774000Z,2024-09-03T15:23:52.020000Z,2024-08-30T19:36:25.225294Z,238.0,6B57058C,624,27,Male,Asian,China,United States,United States,English,No,Unemployed (and job seeking)
66d21e4693fd1250648795d3,5dceeba4144b510411fb4566,APPROVED,Not Applicable,2024-08-30T19:32:56.037000Z,2024-08-30T19:39:59.750000Z,2024-09-03T15:24:16.459000Z,2024-08-30T19:40:17.189793Z,424.0,6B57058C,3736,38,Female,White,United States,United States,United States,English,No,Full-Time
66d21e46f69e6526d2e17b62,66a735fb0cc3558ad9b57855,APPROVED,Not Applicable,2024-08-30T19:32:36.454000Z,2024-08-30T19:39:09.552000Z,2024-09-03T15:24:16.736000Z,2024-08-30T19:39:10.280686Z,394.0,6B57058C,79,42,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e472ee34cb35d7eab3a,63d811906590fb193288cf36,APPROVED,Not Applicable,2024-08-30T19:32:29.108000Z,2024-08-30T19:36:39.480000Z,2024-09-03T15:23:52.290000Z,2024-08-30T19:36:40.181891Z,251.0,6B57058C,2895,33,Male,Black,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d21e4778d4122d7dbf55c1,65ccc928efd96247301df0eb,APPROVED,Not Applicable,2024-08-30T19:32:31.527000Z,2024-08-30T19:41:52.080000Z,2024-09-03T15:24:17.020000Z,2024-08-31T04:27:11.598022Z,561.0,6B57058C,277,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d21e47790da6a4e4da77d0,5d28e765ebdfd5000127cfdb,APPROVED,Not Applicable,2024-08-30T19:32:28.754000Z,2024-08-30T19:42:02.610000Z,2024-09-03T15:24:17.292000Z,2024-08-30T19:42:03.821527Z,574.0,6B57058C,2136,38,Female,White,United States,United States,United States,English,No,Full-Time
66d21e4804dfa6cfdd918db4,66303e673635423378ae6ac3,APPROVED,Not Applicable,2024-08-30T19:32:47.343000Z,2024-08-30T19:37:16.163000Z,2024-09-03T15:24:17.578000Z,2024-08-30T19:37:17.295474Z,269.0,6B57058C,441,19,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66d21e480a7927512b2fa9ac,62e023ed4b0fdb8c95a9e47f,APPROVED,Not Applicable,2024-08-30T19:32:24.122000Z,2024-08-30T19:37:48.385000Z,2024-09-03T15:23:52.641000Z,2024-08-30T19:37:49.144050Z,325.0,6B57058C,1907,55,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e48c5b1285ef85722b8,66a17da1bbd16ce87902e439,APPROVED,Not Applicable,2024-08-30T19:32:38.520000Z,2024-08-30T19:45:39.627000Z,2024-09-03T15:24:17.867000Z,2024-08-30T20:46:24.215677Z,782.0,6B57058C,106,43,Female,Asian,India,United Kingdom,United Kingdom,English,No,Full-Time
66d21e48db2d4c52c7fae929,666c7b666fa83d9dad4c6451,APPROVED,Not Applicable,2024-08-30T19:32:31.255000Z,2024-08-30T19:36:30.008000Z,2024-09-03T15:23:52.955000Z,2024-08-30T19:36:30.891133Z,239.0,6B57058C,368,35,Male,White,United States,United States,United States,English,No,Full-Time
66d21e49b35f06cbcf2918a0,597fe89a1b41a20001749f57,APPROVED,Not Applicable,2024-08-30T19:32:25.210000Z,2024-08-30T19:36:59.018000Z,2024-09-03T15:24:18.151000Z,2024-08-30T19:37:00.722846Z,274.0,6B57058C,9379,46,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
66d21e49e005535c8b28931d,662aca04169412ae36fb7d60,APPROVED,Not Applicable,2024-08-30T19:32:36.691000Z,2024-08-30T19:38:48.865000Z,2024-09-03T15:23:53.228000Z,2024-08-30T19:38:49.733971Z,373.0,6B57058C,827,55,Male,White,United States,United States,United States,English,No,Due to start a new job within the next month
66d21e4a3d1cf52e1464d76e,66a18112084d63e7b98a8bfe,APPROVED,Not Applicable,2024-08-30T19:32:26.948000Z,2024-08-30T19:41:31.737000Z,2024-09-03T15:23:53.504000Z,2024-08-30T19:41:32.386364Z,545.0,6B57058C,131,35,Male,Black,United States,United States,United States,English,No,Part-Time
66d21e4a45710c2e725558e2,6679e55e2c98136f0c4e71ea,APPROVED,Not Applicable,2024-08-30T19:32:38.155000Z,2024-08-30T19:41:00.251000Z,2024-09-03T15:24:18.440000Z,2024-08-30T19:41:01.029423Z,503.0,6B57058C,227,44,Female,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d21e4adb2d4c52c7fae92c,660c77dde93bf0750a18a235,APPROVED,Not Applicable,2024-08-30T19:33:08.623000Z,2024-08-30T19:38:42.890000Z,2024-09-03T15:23:53.802000Z,2024-08-30T19:38:43.856369Z,335.0,6B57058C,664,54,Male,White,United States,United States,United States,English,No,Full-Time
66d21e4b62399aa832909315,66732a12b37bd089a08ec8bc,APPROVED,Not Applicable,2024-08-30T19:32:40.699000Z,2024-08-30T19:46:30.377000Z,2024-09-03T15:23:54.102000Z,2024-08-30T19:46:31.109451Z,830.0,6B57058C,142,34,Male,Black,Nigeria,United Kingdom,Nigeria,English,No,Part-Time
66d21e4bf0137f416e26df2a,5c4b987538878c0001c7883b,APPROVED,Not Applicable,2024-08-30T19:32:27.319000Z,2024-08-30T19:40:47.056000Z,2024-09-03T15:24:18.724000Z,2024-08-30T19:40:50.855358Z,500.0,6B57058C,2120,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d21e4c42ee09cfad93de47,66ae8dac9c2ccbc32ece01c3,APPROVED,Not Applicable,2024-08-30T19:32:33.766000Z,2024-08-30T19:37:18.138000Z,2024-09-03T15:24:19.008000Z,2024-08-30T19:37:19.092263Z,285.0,6B57058C,52,54,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d21e4c574ab238b9732c67,645d03acd1302079adbc39f9,APPROVED,Not Applicable,2024-08-30T19:32:38.896000Z,2024-08-30T19:37:11.089000Z,2024-09-03T15:24:19.286000Z,2024-08-30T19:37:12.210859Z,273.0,6B57058C,926,51,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d21e4cc5e467a42be683ad,5bf336d965825d00017cf3c2,APPROVED,Not Applicable,2024-08-30T19:32:34.554000Z,2024-08-30T19:36:20.892000Z,2024-09-03T15:23:54.404000Z,2024-08-30T19:36:21.617117Z,227.0,6B57058C,1559,37,Male,White,United States,United States,United States,English,No,Full-Time
