Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66d2057b100f983a66b4c569,55eb04337480920010aa9e0d,APPROVED,Not Applicable,2024-08-30T17:46:42.835000Z,2024-08-30T17:51:31.758000Z,2024-08-30T19:41:46.123000Z,2024-08-30T17:51:32.872013Z,289.0,6B57058C,6599,38,Male,White,United States,United States,United States,English,No,Full-Time
66d2057b597a6920a681f081,666204d4cbd0992fc4079cb9,APPROVED,Not Applicable,2024-08-30T17:49:19.519000Z,2024-08-30T17:52:49.718000Z,2024-08-30T19:42:29.090000Z,2024-08-30T17:52:50.399375Z,211.0,6B57058C,182,46,Female,White,United States,United States,United States,English,No,Full-Time
66d2057c9f9db4a17ddbe90d,612288fe5afea1bf6b8a197e,APPROVED,Not Applicable,2024-08-30T17:46:47.172000Z,2024-08-30T17:50:34.738000Z,2024-08-30T19:42:29.523000Z,2024-08-30T17:50:36.608107Z,228.0,6B57058C,1813,29,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d2057ca61ee6a37a9e3ec2,666b1be766975a220c6fb9c9,APPROVED,Not Applicable,2024-08-30T17:46:51.664000Z,2024-08-30T17:51:36.697000Z,2024-08-30T19:42:29.951000Z,2024-08-30T17:51:37.477267Z,286.0,6B57058C,363,47,Female,White,United States,United States,United States,English,No,Full-Time
66d2057d3abe4d4f838b4c1f,5e7e72de99b9e6553dc28dcf,APPROVED,Not Applicable,2024-08-30T17:46:45.456000Z,2024-08-30T17:51:35.615000Z,2024-08-30T19:42:30.369000Z,2024-08-30T17:51:36.527981Z,291.0,6B57058C,453,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d2057e72536334cf34f074,58f93198dbfafa0001d227c9,APPROVED,Not Applicable,2024-08-30T17:46:57.614000Z,2024-08-30T17:52:03.200000Z,2024-08-30T19:42:30.818000Z,2024-08-30T17:52:03.925166Z,306.0,6B57058C,2192,39,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d2057f978113ac8909e540,610863156133d1485b80d389,APPROVED,Not Applicable,2024-08-30T17:46:48.493000Z,2024-08-30T17:51:43.918000Z,2024-08-30T19:42:31.140000Z,2024-08-30T17:51:44.547574Z,296.0,6B57058C,406,28,Female,White,United States,United States,United States,English,No,Full-Time
66d2057fc7c432a9060a7b2a,66b2267a22092a312db04ad6,APPROVED,Not Applicable,2024-08-30T17:47:45.449000Z,2024-08-30T17:52:30.079000Z,2024-08-30T19:41:46.530000Z,2024-08-30T17:52:31.101034Z,285.0,6B57058C,61,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66d205801c02556bb9647237,663bea630d3b45b260478da3,APPROVED,Not Applicable,2024-08-30T17:46:47.384000Z,2024-08-30T17:51:56.076000Z,2024-08-30T19:41:46.904000Z,2024-08-30T17:51:56.913418Z,309.0,6B57058C,515,39,Male,Other,United States,United States,United States,English,No,Full-Time
66d2058082ee94234ec9694e,5b735a4c3503c60001a891b7,APPROVED,Not Applicable,2024-08-30T17:49:42.774000Z,2024-08-30T18:00:09.589000Z,2024-08-30T19:48:47.765000Z,2024-08-30T18:00:15.009042Z,627.0,6B57058C,2594,29,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
