Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
66d72ffb57655b7966090723,59baf1a2178f1b0001828a26,APPROVED,Not Applicable,2024-09-03T15:49:43.050000Z,2024-09-03T15:55:25.825000Z,2024-09-03T19:18:52.271000Z,2024-09-03T15:56:22.237617Z,343.0,6B57058C,1999,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d72ffb9ea14e3f9ea11c61,5ecbdb76e72f9577c2ad60d6,APPROVED,Not Applicable,2024-09-03T15:49:18.975000Z,2024-09-03T15:53:59.621000Z,2024-09-03T19:18:52.558000Z,2024-09-03T15:55:46.158062Z,281.0,6B57058C,587,32,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d72ffc662decd76e4a44e0,5d3ee89122ed84000172272a,APPROVED,Not Applicable,2024-09-03T15:49:25.207000Z,2024-09-03T15:54:06.879000Z,2024-09-03T19:18:52.898000Z,2024-09-03T15:55:47.920194Z,282.0,6B57058C,330,53,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d72ffce1b55b049950b8a8,59c1a06c95bc620001575b53,APPROVED,Not Applicable,2024-09-03T15:49:22.235000Z,2024-09-03T15:54:56.072000Z,2024-09-03T19:18:53.191000Z,2024-09-03T15:56:08.200790Z,334.0,6B57058C,179,32,Female,Black,United States,United States,United States,English,Yes,Part-Time
66d72ffd4e7257a4fb48910c,5e4c0ba01ae5a4000b539387,APPROVED,Not Applicable,2024-09-03T15:49:30.952000Z,2024-09-03T16:06:14.821000Z,2024-09-03T19:18:53.474000Z,2024-09-03T16:07:44.744627Z,1004.0,6B57058C,1911,39,Male,White,United States,United States,United States,English,No,Full-Time
66d72ffd9a1d63b9f8f171b8,5720a9f6fd3a5200113c1891,APPROVED,Not Applicable,2024-09-03T15:49:22.429000Z,2024-09-03T15:58:42.027000Z,2024-09-03T19:18:53.731000Z,2024-09-03T15:59:05.898631Z,560.0,6B57058C,6948,53,Female,White,United States,United States,United States,English,No,Full-Time
66d72ffe78bead7553ee18dd,5b9e2f45f07414000105160b,APPROVED,Not Applicable,2024-09-03T15:49:24.637000Z,2024-09-03T15:54:53.571000Z,2024-09-03T19:18:53.992000Z,2024-09-03T15:56:06.017062Z,329.0,6B57058C,982,32,Female,Mixed,United States,United States,United States,English,Yes,DATA_EXPIRED
66d72ffebfe0699a9f34767e,5c8a2d11f7ab04001042af3c,APPROVED,Not Applicable,2024-09-03T15:49:31.813000Z,2024-09-03T15:55:29.529000Z,2024-09-03T19:18:54.439000Z,2024-09-03T15:56:24.022037Z,358.0,6B57058C,2958,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d72fff87ecc89d327fa723,5ba9875fc16a9c000149a54e,APPROVED,Not Applicable,2024-09-03T15:49:26.062000Z,2024-09-03T15:53:39.417000Z,2024-09-03T19:18:54.830000Z,2024-09-03T15:55:42.309911Z,254.0,6B57058C,580,45,Female,Mixed,United States,United States,United States,English,No,Full-Time
66d72fffc7aaf124c1f8922c,5d604ce86288010001e8df36,APPROVED,Not Applicable,2024-09-03T15:49:34.795000Z,2024-09-03T15:57:25.722000Z,2024-09-03T19:18:55.175000Z,2024-09-03T15:58:17.017891Z,471.0,6B57058C,946,29,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66d7300193a53cfbf7f5fa97,5bad16bfd0e97100013f49ad,APPROVED,Not Applicable,2024-09-03T15:49:26.099000Z,2024-09-03T15:58:13.557000Z,2024-09-03T19:18:55.508000Z,2024-09-03T15:58:58.136700Z,528.0,6B57058C,2196,51,Male,Mixed,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d730021171718005d43be8,5db0561428bb350014e1b707,APPROVED,Not Applicable,2024-09-03T15:49:29.616000Z,2024-09-03T15:53:46.562000Z,2024-09-03T19:18:55.880000Z,2024-09-03T15:55:43.171144Z,257.0,6B57058C,2240,32,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d7300284290da6282622bc,56228c48ed6e5a0005c7fdd6,APPROVED,Not Applicable,2024-09-03T15:54:26.256000Z,2024-09-03T15:58:16.679000Z,2024-09-03T19:18:56.226000Z,2024-09-03T15:58:59.421675Z,231.0,6B57058C,3474,39,Male,White,United States,United States,United States,English,No,Full-Time
66d73003c5ada438e79df6ea,5ecc6ffce3ca77849333e83e,APPROVED,Not Applicable,2024-09-03T15:49:27.356000Z,2024-09-03T15:53:56.248000Z,2024-09-03T19:18:56.621000Z,2024-09-03T15:55:45.529861Z,269.0,6B57058C,7465,45,Male,Asian,Australia,United States,United States,English,No,Full-Time
66d730040d543c7a26c08155,5ef7783026861249d8eb58ef,APPROVED,Not Applicable,2024-09-03T15:49:29.521000Z,2024-09-03T15:58:56.418000Z,2024-09-03T19:18:57.006000Z,2024-09-03T15:59:08.027112Z,567.0,6B57058C,2459,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d7300532487f638a53f677,5bab94e36c661a0001aea8ec,APPROVED,Not Applicable,2024-09-03T15:50:01.543000Z,2024-09-03T15:55:21.332000Z,2024-09-03T19:18:57.449000Z,2024-09-03T15:56:20.092853Z,320.0,6B57058C,1320,32,Male,White,United States,United States,United States,English,No,Full-Time
66d73005c193f1fba4ffd0c8,6100105892a2248ae5d48498,APPROVED,Not Applicable,2024-09-03T15:50:58.408000Z,2024-09-03T15:59:22.605000Z,2024-09-03T19:18:57.881000Z,2024-09-03T15:59:23.619402Z,505.0,6B57058C,1246,29,Female,White,United States,United Kingdom,United States,English,No,Unemployed (and job seeking)
66d73006eaf26386cc13c5ba,6165af4b36cb3bae91f2e355,APPROVED,Not Applicable,2024-09-03T15:49:38.371000Z,2024-09-03T15:54:55.879000Z,2024-09-03T19:18:58.266000Z,2024-09-03T15:56:07.377353Z,318.0,6B57058C,1194,32,Male,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66d730072cedcfdb31150b52,62e02b26e879244a99e852fa,APPROVED,Not Applicable,2024-09-03T15:49:35.651000Z,2024-09-03T15:55:50.778000Z,2024-09-03T19:18:59.101000Z,2024-09-03T15:56:34.301348Z,376.0,6B57058C,1817,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d73008666515f9298ad8ae,6128a3db67305ef94021fcd7,APPROVED,Not Applicable,2024-09-03T15:49:35.407000Z,2024-09-03T15:58:50.638000Z,2024-09-03T19:18:59.461000Z,2024-09-03T15:59:07.120224Z,556.0,6B57058C,2209,30,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
66d73008b061e6a89a8c6ecf,61005c19dbd2976cc4a2db0f,APPROVED,Not Applicable,2024-09-03T15:49:36.011000Z,2024-09-03T15:53:54.396000Z,2024-09-03T19:18:59.822000Z,2024-09-03T15:55:44.512542Z,259.0,6B57058C,361,23,Female,White,United Kingdom,United Kingdom,Ireland,English,Yes,Unemployed (and job seeking)
66d73009f9f93f5917c0122d,5a8d8079190420000156435d,APPROVED,Not Applicable,2024-09-03T15:49:29.567000Z,2024-09-03T15:54:45.204000Z,2024-09-03T19:19:00.187000Z,2024-09-03T15:56:03.247544Z,316.0,6B57058C,7077,40,Male,White,United States,United States,United States,English,No,DATA_EXPIRED
66d7300abb0fcf770730ce08,63beebaa4c5884797ff00a98,APPROVED,Not Applicable,2024-09-03T15:50:02.318000Z,2024-09-03T15:58:17.591000Z,2024-09-03T19:19:00.561000Z,2024-09-03T15:59:00.786991Z,496.0,6B57058C,1248,73,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d7300b07d972f29dbfa3ac,614ce6a7a33bac955957f7a6,APPROVED,Not Applicable,2024-09-03T15:49:31.119000Z,2024-09-03T15:54:01.574000Z,2024-09-03T19:19:01.096000Z,2024-09-03T15:55:46.678530Z,271.0,6B57058C,2823,36,Male,White,United States,United States,United States,English,No,Full-Time
66d7300b32487f638a53f67b,60085c96f16b701cbdced9a4,APPROVED,Not Applicable,2024-09-03T15:49:31.585000Z,2024-09-03T15:57:19.515000Z,2024-09-03T19:19:01.513000Z,2024-09-03T15:58:06.281181Z,468.0,6B57058C,472,36,Female,White,United States,United States,United States,English,Yes,Full-Time
66d7300c8ad1c16b9dda5c1c,5823c1b185e40e00012f2e68,APPROVED,Not Applicable,2024-09-03T15:49:57.308000Z,2024-09-03T15:59:51.549000Z,2024-09-03T19:19:01.874000Z,2024-09-03T15:59:52.282940Z,595.0,6B57058C,429,34,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d7300cbb7ab181baca8ecd,601eaeeb12586834759af824,APPROVED,Not Applicable,2024-09-03T15:49:52.301000Z,2024-09-03T15:58:13.759000Z,2024-09-03T19:19:02.226000Z,2024-09-03T15:58:58.206319Z,502.0,6B57058C,484,26,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66d7300da1691b5fc82f52a8,62aa33eec600b41d4dc4b4e8,APPROVED,Not Applicable,2024-09-03T15:49:37.702000Z,2024-09-03T15:53:20.632000Z,2024-09-03T19:19:02.611000Z,2024-09-03T15:55:36.977009Z,223.0,6B57058C,1096,27,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d7300eca1bd993d6aec24f,5e0e1b8800a6bf000a694f79,APPROVED,Not Applicable,2024-09-03T15:49:40.210000Z,2024-09-03T15:56:51.579000Z,2024-09-03T19:19:03.126000Z,2024-09-03T15:57:08.913709Z,432.0,6B57058C,4970,31,Female,White,United States,United States,United States,English,No,Full-Time
66d73010705a4fe98b4f21f7,656083eb366411e4a862f58c,APPROVED,Not Applicable,2024-09-03T15:49:45.202000Z,2024-09-03T15:54:33.126000Z,2024-09-03T19:19:03.532000Z,2024-09-03T15:56:01.818227Z,288.0,6B57058C,372,35,Female,Black,United States,United States,United States,English,Yes,Unemployed (and job seeking)
66d730112e64be33ed99052f,5d76ac914c93440001c03fd7,APPROVED,Not Applicable,2024-09-03T15:49:43.436000Z,2024-09-03T15:55:00.216000Z,2024-09-03T19:19:03.901000Z,2024-09-03T15:56:09.756823Z,317.0,6B57058C,2266,37,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d73012eae9359f78a4d84a,64875be76d98311f043edb55,APPROVED,Not Applicable,2024-09-03T15:49:43.544000Z,2024-09-03T15:55:54.429000Z,2024-09-03T19:19:04.408000Z,2024-09-03T15:56:35.668182Z,371.0,6B57058C,2008,61,Female,White,United States,United States,United States,English,No,Other
66d7301357655b796609072b,61335a3f7c7026ee86052445,APPROVED,Not Applicable,2024-09-03T15:49:45.502000Z,2024-09-03T15:56:59.995000Z,2024-09-03T19:19:04.802000Z,2024-09-03T15:57:19.607102Z,435.0,6B57058C,331,28,Female,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d730135b73267e53eb4e66,5c5ca0ce4ee81200018eaf51,APPROVED,Not Applicable,2024-09-03T15:49:42.695000Z,2024-09-03T15:59:30.192000Z,2024-09-03T19:19:05.159000Z,2024-09-03T15:59:30.744753Z,588.0,6B57058C,1420,55,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66d730143276300c429e2b71,65f07a7446073902ed31d06d,APPROVED,Not Applicable,2024-09-03T15:50:40.983000Z,2024-09-03T15:55:21.152000Z,2024-09-03T19:19:06.031000Z,2024-09-03T15:56:20.157534Z,281.0,6B57058C,959,50,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d7301567642cddbfbf2cc8,661403131cecbe255b64ca6f,APPROVED,Not Applicable,2024-09-03T15:49:41.514000Z,2024-09-03T15:54:27.958000Z,2024-09-03T19:19:06.450000Z,2024-09-03T15:55:57.884532Z,287.0,6B57058C,426,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d73015a54a9366b87590da,5bc08c345e8a950001892156,APPROVED,Not Applicable,2024-09-03T15:49:55.171000Z,2024-09-03T15:54:19.457000Z,2024-09-03T19:19:06.858000Z,2024-09-03T15:55:53.399337Z,265.0,6B57058C,3057,56,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d730169a1d63b9f8f171c0,5e7def6e3a915c48aa9d3209,APPROVED,Not Applicable,2024-09-03T15:49:49.349000Z,2024-09-03T15:54:33.235000Z,2024-09-03T19:19:07.217000Z,2024-09-03T15:55:58.684392Z,284.0,6B57058C,1923,61,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d730172cedcfdb31150b5a,5c2f6d25e38ccd0001caab19,APPROVED,Not Applicable,2024-09-03T15:49:48.457000Z,2024-09-03T15:56:14.643000Z,2024-09-03T19:19:07.573000Z,2024-09-03T15:56:44.832024Z,387.0,6B57058C,2100,46,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d73017fa8554cf7c2318cf,6569e71e2dc4cb2ac7e49e89,APPROVED,Not Applicable,2024-09-03T15:56:13.318000Z,2024-09-03T16:02:51.137000Z,2024-09-03T19:19:08.169000Z,2024-09-03T16:02:51.953354Z,398.0,6B57058C,301,29,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d73018af00cdaa871e002a,65de5ddcc637719fe458fc76,APPROVED,Not Applicable,2024-09-03T15:49:49.160000Z,2024-09-03T16:03:51.621000Z,2024-09-03T19:19:08.554000Z,2024-09-03T16:06:50.068783Z,843.0,6B57058C,129,30,Male,Black,United States,United States,United States,English,No,Full-Time
66d73019705a4fe98b4f21fc,63d20ab5cc10928b0f1614e1,APPROVED,Not Applicable,2024-09-03T15:49:50.905000Z,2024-09-03T16:04:50.577000Z,2024-09-03T19:19:08.950000Z,2024-09-03T16:07:24.292033Z,900.0,6B57058C,4168,33,Male,Other,Mexico,United States,United States,English,Yes,Full-Time
66d730199f2507e82333e6ab,615dbec57d764bf5ab0a56e5,APPROVED,Not Applicable,2024-09-03T15:49:57.895000Z,2024-09-03T15:58:43.853000Z,2024-09-03T19:19:09.490000Z,2024-09-03T15:59:06.387581Z,526.0,6B57058C,5636,40,Female,White,United States,United States,United States,English,No,Full-Time
66d7301a1fae0728eda5319c,63c15473935ae0d7279b094f,APPROVED,Not Applicable,2024-09-03T15:49:59.102000Z,2024-09-03T15:55:19.748000Z,2024-09-03T19:19:09.884000Z,2024-09-03T15:56:26.956141Z,321.0,6B57058C,1430,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d7301a662decd76e4a44f0,653bd6caa825385145ae02d0,APPROVED,Not Applicable,2024-09-03T15:50:52.256000Z,2024-09-03T15:59:46.217000Z,2024-09-03T19:19:10.388000Z,2024-09-03T15:59:46.827776Z,534.0,6B57058C,561,63,Female,White,South Africa,United Kingdom,South Africa,English,No,DATA_EXPIRED
66d7301a8ad1c16b9dda5c22,65e235e4ac7b9bc14ae3e92e,APPROVED,Not Applicable,2024-09-03T15:49:46.009000Z,2024-09-03T15:56:36.165000Z,2024-09-03T19:19:10.736000Z,2024-09-03T15:56:59.026828Z,411.0,6B57058C,1222,38,Female,Mixed,United States,United States,United States,English,No,Full-Time
66d7301b07d972f29dbfa3b6,651ed17c366df83eeabae9dd,APPROVED,Not Applicable,2024-09-03T15:49:57.177000Z,2024-09-03T15:56:29.812000Z,2024-09-03T19:19:11.127000Z,2024-09-03T15:56:57.102707Z,393.0,6B57058C,1422,55,Female,White,United States,United States,United States,English,No,Part-Time
66d7301b92a9835ced832b49,65d8e05d69d000ff2daaddad,APPROVED,Not Applicable,2024-09-03T15:49:53.805000Z,2024-09-03T15:56:20.513000Z,2024-09-03T19:19:11.517000Z,2024-09-03T15:56:50.061312Z,387.0,6B57058C,934,49,Female,White,United States,United States,United States,English,Yes,DATA_EXPIRED
66d7301cccf144c787ad5568,60b69129f584ee4e38acf2a0,APPROVED,Not Applicable,2024-09-03T15:51:04.011000Z,2024-09-03T16:01:08.123000Z,2024-09-03T19:19:11.856000Z,2024-09-03T16:01:09.394470Z,605.0,6B57058C,3053,45,Male,Mixed,United States,United States,United States,English,No,Full-Time
66d7301d6b80fecb65ee5be1,5f04d99fac08ac7b22af01be,APPROVED,Not Applicable,2024-09-03T15:49:56.052000Z,2024-09-03T15:58:02.832000Z,2024-09-03T19:19:12.221000Z,2024-09-03T15:58:52.645567Z,487.0,6B57058C,2342,58,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d7301db201f5dd973a46f2,62897d2024f826ea90b7efa1,APPROVED,Not Applicable,2024-09-03T15:49:59.118000Z,2024-09-03T15:56:45.645000Z,2024-09-03T19:19:12.699000Z,2024-09-03T15:57:04.705360Z,407.0,6B57058C,5454,71,Female,White,United States,United States,United States,English,No,Part-Time
66d7301e738b6d5c599584cc,62e3f7b224ec70641fd86b7b,APPROVED,Not Applicable,2024-09-03T15:50:03.554000Z,2024-09-03T15:56:00.606000Z,2024-09-03T19:19:13.810000Z,2024-09-03T15:56:38.571574Z,358.0,6B57058C,1365,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Unemployed (and job seeking)
66d7301ebd49515cf8708fb1,65c149aa7796221b6986fcc4,APPROVED,Not Applicable,2024-09-03T15:49:58.509000Z,2024-09-03T15:57:14.279000Z,2024-09-03T19:19:14.147000Z,2024-09-03T15:58:00.190826Z,436.0,6B57058C,1250,29,Female,Black,United States,United States,United States,English,DATA_EXPIRED,Full-Time
66d7301f7b2c5adc9fda5296,64374928df1b0f8f55b3279c,APPROVED,Not Applicable,2024-09-03T15:53:11.193000Z,2024-09-03T15:58:37.539000Z,2024-09-03T19:19:14.640000Z,2024-09-03T15:59:05.136391Z,327.0,6B57058C,2812,24,Male,Asian,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d7301fff13bef071fb8567,662ddcfc1103d1acda67d937,APPROVED,Not Applicable,2024-09-03T15:49:57.157000Z,2024-09-03T15:55:50.494000Z,2024-09-03T19:19:15.148000Z,2024-09-03T15:56:35.275283Z,354.0,6B57058C,99,35,Female,White,United States,United States,United States,English,No,Other
66d730201eb233463fa958f6,6110b901d3037af4edb435c5,APPROVED,Not Applicable,2024-09-03T15:49:59.499000Z,2024-09-03T15:56:17.431000Z,2024-09-03T19:19:15.484000Z,2024-09-03T15:56:48.048291Z,378.0,6B57058C,958,56,Female,White,United States,United States,United States,English,No,Full-Time
66d73021bb0fcf770730ce10,660207c28ad9227816c9593d,APPROVED,Not Applicable,2024-09-03T15:49:53.082000Z,2024-09-03T16:02:41.137000Z,2024-09-03T19:19:15.764000Z,2024-09-03T16:02:42.429254Z,769.0,6B57058C,396,60,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d730223206f01343f507a3,5e36be214de4516479b48f31,APPROVED,Not Applicable,2024-09-03T15:49:54.633000Z,2024-09-03T15:53:59.152000Z,2024-09-03T19:19:16.161000Z,2024-09-03T15:55:45.830309Z,245.0,6B57058C,1737,23,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d73022bf3d03796d7910ce,5e1aeccbd32f9332c931651e,APPROVED,Not Applicable,2024-09-03T15:50:03.224000Z,2024-09-03T15:55:54.358000Z,2024-09-03T19:19:16.652000Z,2024-09-03T15:56:35.695204Z,352.0,6B57058C,1760,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
66d7302331a18cb9bcb7f52e,5a381de00006450001bf2691,APPROVED,Not Applicable,2024-09-03T15:50:01.730000Z,2024-09-03T15:53:43.919000Z,2024-09-03T19:19:17.176000Z,2024-09-03T15:55:42.668484Z,223.0,6B57058C,5624,36,Male,White,United States,United States,United States,English,No,Part-Time
66d73023747faf15678ad883,59a5b35c5954130001582a40,APPROVED,Not Applicable,2024-09-03T15:55:00.256000Z,2024-09-03T15:59:43.116000Z,2024-09-03T19:19:17.704000Z,2024-09-03T15:59:43.889879Z,283.0,6B57058C,1791,33,Male,Asian,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d73024a885152bf38f2219,6657347ef0b4955605d003b9,APPROVED,Not Applicable,2024-09-03T15:50:28.829000Z,2024-09-03T15:59:43.730000Z,2024-09-03T19:19:18.229000Z,2024-09-03T15:59:44.415103Z,555.0,6B57058C,559,31,Male,Black,Ghana,United States,United States,English,Yes,Full-Time
66d73024c851e1dd7b31c342,62a96f8f6ab7e0c3ce90095f,APPROVED,Not Applicable,2024-09-03T15:50:05.079000Z,2024-09-03T15:53:57.060000Z,2024-09-03T19:19:18.714000Z,2024-09-03T15:55:45.547136Z,232.0,6B57058C,1117,23,Male,White,United States,United States,United States,English,No,Full-Time
66d730252bc01012cdc6fc0d,5a8ad2082a842c0001fce0f2,APPROVED,Not Applicable,2024-09-03T15:50:05.875000Z,2024-09-03T15:55:40.738000Z,2024-09-03T19:19:19.100000Z,2024-09-03T15:56:29.330382Z,335.0,6B57058C,2923,28,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
66d730258eea4a51916dbbe3,6111c4865701e1ba367af3e3,APPROVED,Not Applicable,2024-09-03T15:50:02.578000Z,2024-09-03T15:55:02.768000Z,2024-09-03T19:19:19.627000Z,2024-09-03T15:56:11.392286Z,301.0,6B57058C,5719,26,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
66d730268013a800d8ee1949,65c14eb17b368ee1ed773e03,APPROVED,Not Applicable,2024-09-03T15:50:05.986000Z,2024-09-03T16:01:43.670000Z,2024-09-03T19:19:20.095000Z,2024-09-03T16:01:44.339475Z,698.0,6B57058C,352,33,Female,Black,United States,United States,United States,English,No,Part-Time
66d73027750112ba26240c50,5f4a8c8347b9fe5082353a3c,APPROVED,Not Applicable,2024-09-03T15:50:12.270000Z,2024-09-03T16:04:59.172000Z,2024-09-03T19:19:20.594000Z,2024-09-03T16:07:26.663433Z,887.0,6B57058C,1592,53,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
66d730280aaf962888a8bd62,5c4b4d5c2cfe4d00018485cc,APPROVED,Not Applicable,2024-09-03T15:50:00.330000Z,2024-09-03T15:58:59.872000Z,2024-09-03T19:19:21.064000Z,2024-09-03T15:59:08.786293Z,540.0,6B57058C,1134,46,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
66d73028a501050f4ceeee5f,581291fd072c230001933d38,APPROVED,Not Applicable,2024-09-03T15:50:05.502000Z,2024-09-03T15:55:17.929000Z,2024-09-03T19:19:21.519000Z,2024-09-03T15:56:19.188100Z,313.0,6B57058C,1363,25,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
66d730294e7257a4fb489119,613dd5fb512aabe8d5d32393,APPROVED,Not Applicable,2024-09-03T15:50:12.026000Z,2024-09-03T15:56:23.250000Z,2024-09-03T19:19:21.984000Z,2024-09-03T15:56:53.032301Z,372.0,6B57058C,2212,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
66d7302aa217bd52878f7cf0,634868460f7419e22957fb59,APPROVED,Not Applicable,2024-09-03T15:50:07.644000Z,2024-09-03T15:56:53.745000Z,2024-09-03T19:19:22.597000Z,2024-09-03T15:57:10.975606Z,407.0,6B57058C,2755,37,Male,White,United States,United States,United States,English,No,Full-Time
66d7302af9f93f5917c01237,661c00717f3c9c81c132d2b0,APPROVED,Not Applicable,2024-09-03T15:50:31.333000Z,2024-09-03T16:08:06.760000Z,2024-09-03T19:19:23.090000Z,2024-09-03T16:08:24.417713Z,1056.0,6B57058C,667,54,Male,Black,Nigeria,United States,United States,English,No,Full-Time
